round_end_date,trial_id,participant_id,round_number,practice_round,num_rounds_since_survey,input_lag,time_for_round, total_screen_width,total_screen_height,device_orderings,num_devices_switched,device,num_clicks,ID,IP,target_width,target_center_x,target_center_y,mouse_position_at_click_x,mouse_position_at_click_y,start_mouse_pos_x,start_mouse_pos_y,distance_between_starting_mouse_and_target,distance_between_middle_and_target,movement_error,movement_offset,movement_variability,task_axis_crossing,target_reentry,move_direction_change,ortho_move_direction_change,total_path_distance,random_seed,num_path_points,travel_path_x,travel_path_y
7/9/2018 11:02:48 AM,0,0,11,0,11,0,0.988385,16,10,M->D->T->C,2,Drawing_Tablet,1,2.584963,2.61534,1,-0.238451,-4.75879,-0.07702875,-4.625963,-0.02200842,0.2365237,5,4.76476,0.07222675,-0.07159799,0.05384804,2,0,2,1,5.347432,1,110,-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:0:0:0:0:0:0.02200794:0.02200794:0.04401684:0.04401684:0.06602478:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.07702923:0.04401684:0.01100445:-0.03301239:-0.07702875:-0.1210456:-0.1320496:-0.165062:-0.1870704:-0.2200828:-0.2200828:-0.2200828:-0.2200828:-0.2090783:-0.1980743:-0.1760659:-0.165062:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496:-0.1320496,0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2365237:0.2255225:0.2035201:0.170517:0.1155114:0.04950523:-0.03850371:-0.1375139:-0.2915293:-0.4345435:-0.6545654:-0.830583:-1.083608:-1.325633:-1.611661:-1.853685:-2.161716:-2.447745:-2.744775:-2.964797:-3.349835:-3.580858:-3.888889:-4.031903:-4.284928:-4.449945:-4.592959:-4.713971:-4.845984:-4.922992:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5:-5
7/9/2018 11:02:53 AM,0,0,12,0,12,0,0.9405954,16,10,M->D->T->C,3,Touchscreen,1,3,3.189469,1,6.944965,-0.1346468,6.811554,-0.0715071,-0.05502081,-0.1485148,7,6.94627,0.04589722,0.04487316,0.051541,1,0,2,0,6.876036,1,113,-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:-0.05502081:0.01100445:0.07702923:0.2530947:0.3631363:0.6052265:0.8253098:1.177442:1.463549:1.848693:2.101789:2.508941:2.784044:3.136176:3.422283:3.774415:3.972489:4.247593:4.456672:4.731774:4.918844:5.215956:5.370014:5.524072:5.6011:5.711142:5.788171:5.843191:5.898211:5.953233:5.997249:6.041265:6.063273:6.074278:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.085282:6.140303:6.173315:6.228335:6.261348:6.316369:6.371389:6.437414:6.503439:6.602476:6.646492:6.745529:6.778542:6.80055:6.811554,-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1485148:-0.1375139:-0.1265126:-0.09350926:-0.0715071:-0.04950494:-0.03850371:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.02750278:-0.03850371:-0.03850371:-0.03850371:-0.03850371:-0.03850371:-0.03850371:-0.03850371:-0.03850371:-0.04950494:-0.04950494:-0.06050617:-0.0715071:-0.0715071:-0.0715071
7/9/2018 11:02:54 AM,0,0,13,0,13,0,0.4943166,16,10,M->D->T->C,3,Touchscreen,1,1.321928,2.674254,2,-1.260534,2.936847,-1.694635,2.447745,0,0.2145213,3,3.195937,0.1806469,-0.1806469,0.2411813,0,0,5,0,2.86655,1,60,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:-0.01100397:-0.02200842:-0.02200842:-0.04401636:-0.05502081:-0.06602478:-0.07702875:-0.0880332:-0.09903717:-0.1210456:-0.1430535:-0.1760659:-0.2090783:-0.2751031:-0.3301239:-0.4181566:-0.4951859:-0.616231:-0.7372766:-0.8693261:-0.9683633:-1.111417:-1.221458:-1.331499:-1.419532:-1.518569:-1.584594:-1.628611:-1.639615:-1.672627:-1.683631:-1.694635:-1.694635:-1.694635,0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2255225:0.247525:0.2695268:0.3135312:0.3575355:0.4455447:0.5115509:0.621562:0.7205719:0.8745873:1.006601:1.171617:1.270627:1.435643:1.556656:1.710671:1.842684:2.007701:2.139714:2.227723:2.30473:2.359736:2.414742:2.436743:2.447745:2.447745
7/9/2018 11:02:55 AM,0,0,14,0,14,0,0.518914,16,10,M->D->T->C,3,Touchscreen,1,1.807355,3.482957,2,-4.156492,3.021043,-4.335626,3.074808,-0.01100397,0.2255225,5,5.138397,0.1223975,-0.122209,0.1844859,0,0,4,0,5.371466,1,63,-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.02200842:-0.02200842:-0.0880332:-0.1210456:-0.2090783:-0.2751031:-0.3851442:-0.4731774:-0.6602478:-0.8033013:-1.089408:-1.320495:-1.683631:-1.914718:-2.310866:-2.629986:-2.938102:-3.14718:-3.477304:-3.631362:-3.862448:-3.983494:-4.060523:-4.126547:-4.170564:-4.203576:-4.236588:-4.258597:-4.302613:-4.324622:-4.335626:-4.335626,0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2365237:0.2365237:0.2365237:0.247525:0.2805281:0.3135312:0.3795379:0.4235423:0.5335534:0.6105608:0.7425743:0.830583:0.9845984:1.083608:1.248625:1.391639:1.556656:1.677667:1.89769:2.007701:2.161716:2.315732:2.425743:2.546754:2.678768:2.777778:2.887789:2.942795:3.019802:3.063806:3.074808:3.074808
7/9/2018 11:02:56 AM,0,0,15,0,15,0,0.8832151,16,10,M->D->T->C,3,Touchscreen,1,2.169925,2.456848,2,6.000349,3.812114,5.6011,3.591859,-0.01100397,0.2255225,7,7.108896,0.1256854,0.03229861,0.1849741,1,0,4,0,6.782532,1,106,-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:0.05502033:0.165062:0.2640991:0.4071531:0.4841814:0.6932602:0.8253098:1.144429:1.408528:1.716643:1.958735:2.277854:2.486933:2.850069:3.037139:3.33425:3.499312:3.763412:3.884457:4.104539:4.192573:4.313618:4.379642:4.456672:4.500688:4.555708:4.599725:4.654745:4.687757:4.72077:4.753782:4.764787:4.764787:4.764787:4.764787:4.775791:4.775791:4.797799:4.819807:4.852819:4.863824:4.885832:4.907841:4.907841:4.929849:4.951857:4.973866:5.017881:5.083906:5.149931:5.204952:5.259973:5.325997:5.403027:5.41403:5.436039:5.469051:5.502063:5.535075:5.568088:5.590096:5.6011,0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.2255225:0.247525:0.2805281:0.3135312:0.3465348:0.3685367:0.412541:0.4675466:0.5885589:0.7095712:0.8415842:0.9625965:1.138614:1.259626:1.479648:1.611661:1.831683:1.974698:2.216722:2.315732:2.524753:2.634764:2.777778:2.876788:2.997799:3.074808:3.184819:3.250825:3.327833:3.371837:3.415842:3.448845:3.459846:3.459846:3.459846:3.459846:3.459846:3.459846:3.470847:3.470847:3.470847:3.481848:3.481848:3.492849:3.492849:3.492849:3.50385:3.50385:3.50385:3.514851:3.525853:3.536854:3.547855:3.558856:3.569857:3.569857:3.569857:3.569857:3.580858:3.591859:3.591859:3.591859:3.591859
7/9/2018 11:02:57 AM,0,0,16,0,16,0,0.4618708,16,10,M->D->T->C,3,Touchscreen,1,2,4.330215,1,-0.151874,-2.793668,-0.3411279,-2.491749,-0.02200842,0.2035201,3,2.797793,0.09225889,0.09225889,0.09957974,0,0,3,0,2.766139,1,56,-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.02200842:-0.03301239:-0.04401636:-0.04401636:-0.04401636:-0.05502081:-0.05502081:-0.06602478:-0.07702875:-0.09903717:-0.1210456:-0.165062:-0.1980743:-0.2200828:-0.2420907:-0.2640991:-0.2751031:-0.2751031:-0.2971115:-0.3191195:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279:-0.3411279,0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.1925194:0.1925194:0.1815182:0.1595157:0.1155114:0.04950523:-0.03850371:-0.1045105:-0.2035204:-0.3135315:-0.5115512:-0.6435645:-0.8085808:-0.9405941:-1.171617:-1.40264:-1.644664:-1.842684:-2.073707:-2.150715:-2.29373:-2.381738:-2.447745:-2.469747:-2.480748:-2.491749:-2.491749:-2.491749:-2.491749
7/9/2018 11:02:58 AM,0,0,17,0,17,0,0.5036917,16,10,M->D->T->C,3,Touchscreen,1,2.584963,5.132033,1,-4.854277,-1.027537,-5.160935,-1.050605,-0.01100397,0.2145213,5,4.961838,0.01963348,0.0192932,0.0270148,0,0,10,0,5.311027,1,61,-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.01100397:-0.02200842:-0.04401636:-0.06602478:-0.1210456:-0.165062:-0.2420907:-0.3191195:-0.4181566:-0.5392022:-0.7702889:-0.9793673:-1.287483:-1.496561:-1.89271:-2.178817:-2.651995:-3.004127:-3.422283:-3.686382:-4.115543:-4.390646:-4.753783:-4.885832:-5.050894:-5.127923:-5.160935:-5.160935:-5.160935:-5.160935:-5.160935,0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2035201:0.2035201:0.2035201:0.2035201:0.2035201:0.1925194:0.170517:0.1375139:0.1045102:0.04950523:-0.005500615:-0.09350926:-0.159516:-0.2585259:-0.3355336:-0.4345435:-0.50055:-0.6105611:-0.6765676:-0.7865787:-0.830583:-0.9185919:-0.9515953:-1.006601:-1.028603:-1.039604:-1.039604:-1.039604:-1.039604:-1.039604
7/9/2018 11:02:59 AM,0,0,18,0,18,0,0.5767179,16,10,M->D->T->C,3,Touchscreen,1,3,5.20185,1,6.946038,1.908333,6.514442,1.787679,0.1540575,0.2145213,7,7.203414,0.01116575,-0.0004660907,0.02222747,2,0,8,0,6.565574,1,70,0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.1540575:0.165062:0.1870699:0.3191195:0.4181566:0.6492434:0.8913345:1.320496:1.617606:2.178817:2.618982:3.158184:3.576341:4.192573:4.58872:5.083906:5.35901:5.744154:5.931224:6.195323:6.283357:6.404402:6.448419:6.459422:6.459422:6.459422:6.470427:6.470427:6.470427:6.492435:6.503439:6.514442:6.514442:6.514442,0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2145213:0.2255225:0.2255225:0.2365237:0.2805281:0.3355336:0.4455447:0.5335534:0.6875688:0.8085811:0.9625965:1.083608:1.248625:1.358636:1.50165:1.567657:1.677667:1.710671:1.754676:1.765677:1.776677:1.787679:1.787679:1.787679:1.787679:1.787679:1.787679:1.787679:1.787679:1.787679:1.787679:1.787679:1.787679
7/9/2018 11:04:16 AM,0,0,19,0,19,50,0.9325689,16,10,M->D->T->C,4,Controller,1,1.321928,1.417513,2,2.999994,0.005943422,2.965982,-0.01514109,0,0,3,3,0.005899409,-0.005899409,0.008243942,0,0,0,0,2.966071,1,113,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0.01377981:0.0395227:0.09038853:0.151495:0.2151333:0.2791332:0.3511331:0.415133:0.4791329:0.543133:0.6151331:0.6791332:0.7431334:0.8071335:0.8791336:0.9431338:1.007134:1.071134:1.135134:1.207134:1.271134:1.335135:1.407135:1.471135:1.535135:1.599135:1.671135:1.727135:1.799135:1.863136:1.927136:1.999136:2.063135:2.127134:2.191133:2.263133:2.327132:2.391131:2.45513:2.519129:2.591128:2.655128:2.719127:2.783126:2.855125:2.907293:2.959461:2.965982,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:-0.0007335555:-0.001571905:-0.002515048:-0.003353396:-0.004191746:-0.005030096:-0.00597324:-0.006811591:-0.007649941:-0.008488289:-0.009431429:-0.01026978:-0.01110812:-0.01194647:-0.01278482:-0.01372796:-0.01378746:-0.01384696:-0.0139139:-0.0139734:-0.0140329:-0.0140924:-0.01415933:-0.0142114:-0.01427833:-0.01433783:-0.01439734:-0.01446427:-0.01452377:-0.01458327:-0.01464277:-0.01470971:-0.01476921:-0.01482871:-0.01488821:-0.01494771:-0.01501465:-0.01507415:-0.01513365:-0.01514109:-0.01514109:-0.01514109:-0.01514109:-0.01514109
7/9/2018 11:04:18 AM,0,0,20,0,20,50,1.045738,16,10,M->D->T->C,4,Controller,1,1.807355,1.728305,2,-2.10089,4.537209,-1.166874,4.476296,0,0,5,5,0.5500504,0.5500504,0.5468721,0,0,1,0,5.05979,1,127,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:-9.214967E-05:-0.0001974636:-0.0003159418:-0.0004212558:-0.0005265697:-0.0006318837:-0.0007503619:-0.0008556758:-0.0009609898:-0.001066304:-0.001184782:-0.001290096:-0.00139541:-0.001500724:-0.001619202:-0.001724516:-0.00182983:-0.001935144:-0.002502523:-0.003215086:-0.003848474:-0.004481863:-0.005115252:-0.005827814:-0.006461203:-0.007094592:-0.007727981:-0.008361369:-0.009073932:-0.00970732:-0.01034071:-0.01105327:-0.01168666:-0.01363421:-0.01715875:-0.02229314:-0.02832804:-0.03474373:-0.04185146:-0.04905805:-0.05716546:-0.06516055:-0.07315562:-0.08115069:-0.0898357:-0.09971723:-0.1085008:-0.1186643:-0.1306347:-0.1454139:-0.1591937:-0.1748133:-0.1904329:-0.2087935:-0.2265157:-0.2489714:-0.2714271:-0.2957226:-0.3286097:-0.3615835:-0.396397:-0.4369951:-0.4835553:-0.5288868:-0.5742183:-0.6225396:-0.6805379:-0.7348081:-0.7919723:-0.8498262:-0.9158114:-0.9745525:-1.033556:-1.09279:-1.152057,0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0.0132452:0.02838258:0.05921331:0.09793742:0.1498594:0.2091815:0.2725968:0.3365967:0.4085965:0.4725964:0.5365965:0.6005966:0.6725968:0.7365969:0.800597:0.8645971:0.9365973:1.000597:1.064597:1.128598:1.200598:1.264598:1.328598:1.392598:1.456598:1.528598:1.592599:1.656599:1.720599:1.792599:1.856599:1.920599:1.984599:2.048599:2.120598:2.184597:2.248596:2.320595:2.384594:2.448594:2.512593:2.576592:2.648591:2.71259:2.776589:2.840589:2.912588:2.976587:3.040586:3.104585:3.168584:3.240583:3.304583:3.368129:3.430928:3.501204:3.562605:3.623227:3.683848:3.751269:3.810591:3.868353:3.926115:3.982058:4.041322:4.091806:4.141155:4.185338:4.23424:4.273547:4.312853:4.346479:4.378455:4.403212:4.418871:4.4318:4.443828:4.452987:4.461108:4.468549:4.474981
